scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022,mean,var,std,sharpe ratio
Sundaram Services Fund Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW) ,,,,,,,,,,,,,,,,,,,,,0.023,0.422,1.525,1.412,-1.268,0.96,6.867,-0.415,3.465,-1.864,-6.238,2.372,7.882,-0.864,1.557,1.574,3.138,-2.247,-28.975,11.969,5.63,5.768,3.629,7.077,-0.079,0.564,13.653,7.418,2.511,5.688,-0.709,0.37,9.469,-4.324,5.468,5.093,3.924,3.952,-1.961,-0.418,-1.796,-5.997,8.084,-3.38,-2.775,-5.302,1.366,41.206,6.419,0.737
Sundaram Money Market Fund Direct Plan - Growth,,,,,,,,,,,,,,,,,,,,,0.104,0.666,0.682,0.69,0.694,0.569,0.764,0.313,0.829,0.446,0.965,0.589,0.472,0.786,0.45,0.35,0.473,0.41,0.518,0.48,0.689,0.419,0.361,0.31,0.298,0.285,0.287,0.284,0.259,0.254,0.307,0.243,0.254,0.292,0.301,0.308,0.245,0.257,0.281,0.268,0.249,0.265,0.334,0.228,0.245,0.381,0.416,0.039,0.196,7.352
Sundaram Money Market Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,0.104,0.661,0.681,0.687,0.69,0.562,0.761,-0.069,0.83,-0.026,0.443,0.591,0.436,0.772,0.45,0.35,0.472,0.412,0.515,0.479,0.169,0.022,0.359,0.309,0.297,0.286,0.287,0.284,0.262,0.258,0.039,0.077,-0.036,0.033,-0.016,-0.019,-0.046,0.03,-0.015,0.001,-0.05,-0.012,0.071,-0.067,-0.02,0.01,0.268,0.077,0.277,3.352
Sundaram Money Market Fund Direct Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,0.104,0.665,0.682,0.195,0.694,0.569,0.278,0.312,0.828,-0.032,0.965,0.589,0.002,0.786,0.45,-0.113,0.472,0.412,0.056,0.481,0.69,0.421,-0.09,0.31,-0.152,0.285,0.286,-0.166,0.259,0.254,-0.142,0.244,0.254,-1.042,0.3,0.307,-0.427,0.256,0.28,-0.403,0.247,0.264,-0.335,0.228,0.246,-0.286,0.228,0.143,0.378,2.089
Sundaram Money Market Fund Regular Plan - Growth,,,,,,,,,,,,,,,,,,,,,0.103,0.653,0.67,0.678,0.681,0.558,0.752,0.304,0.819,0.436,0.954,0.578,0.462,0.775,0.44,0.34,0.465,0.405,0.511,0.508,0.682,0.411,0.354,0.303,0.29,0.279,0.279,0.276,0.252,0.247,0.3,0.237,0.256,0.284,0.293,0.3,0.238,0.249,0.274,0.261,0.242,0.258,0.326,0.222,0.248,0.373,0.409,0.038,0.195,7.266
Sundaram Money Market Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,0.102,0.652,0.671,0.677,0.68,0.553,0.75,-0.07,0.818,-0.027,0.442,0.578,0.395,0.757,0.44,0.339,0.465,0.405,0.509,0.515,0.171,0.022,0.353,0.302,0.291,0.278,0.28,0.275,0.252,0.248,0.039,0.077,-0.035,0.032,-0.017,-0.02,-0.044,0.027,-0.013,-0.001,-0.048,-0.009,0.071,-0.07,-0.018,0.01,0.263,0.074,0.273,3.337
Sundaram Money Market Fund Regular Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,0.103,0.653,0.67,0.183,0.68,0.557,0.265,0.303,0.817,-0.043,0.954,0.578,-0.008,0.775,0.439,-0.125,0.464,0.404,0.05,0.518,0.682,0.407,-0.099,0.303,-0.162,0.278,0.28,-0.173,0.253,0.247,-0.149,0.237,0.256,-1.053,0.292,0.3,-0.434,0.25,0.274,-0.412,0.243,0.258,-0.344,0.222,0.248,-0.296,0.221,0.143,0.378,2.025
Sundaram Money Market Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,0.103,0.653,0.175,0.203,0.193,0.082,0.299,0.033,0.312,0.064,0.585,0.131,0.136,0.362,0.1,0.086,0.092,0.138,-0.138,0.179,0.332,0.148,0.06,0.049,0.064,0.019,0.055,0.096,-0.002,0.039,0.073,0.004,0.016,0.048,-0.02,0.02,0.006,-0.027,0.015,-0.023,-0.016,-0.006,-0.034,-0.004,0.031,0.042,0.104,0.023,0.151,2.386
Sundaram Services Fund Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW) ,,,,,,,,,,,,,,,,,,,,,,,,0.415,-1.188,1.034,6.954,-0.347,3.531,-1.801,-6.173,2.438,7.947,-0.735,1.614,1.634,3.2,-2.168,-28.915,12.068,5.713,5.863,3.721,7.169,0.007,0.649,13.747,7.521,2.644,5.81,-0.584,0.472,9.583,-4.217,5.582,5.21,4.041,4.077,-1.846,-0.293,-1.679,-5.89,8.216,-3.267,-2.658,-5.189,1.486,44.169,6.646,0.775
Sundaram Services Fund Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW) ,,,,,,,,,,,,,,,,,,,,,,,,0.412,-1.268,0.96,6.867,-0.415,3.465,-1.864,-6.238,2.372,7.882,-0.864,1.557,1.574,3.138,-2.247,-28.975,11.969,5.63,5.768,3.629,7.077,-0.079,0.564,13.653,7.418,2.511,5.688,-0.709,0.37,9.469,-4.324,5.468,5.093,3.924,3.952,-1.961,-0.418,-1.796,-5.997,8.084,-3.38,-2.775,-5.302,1.393,44.105,6.641,0.727
Sundaram Money Market Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.562,0.761,-0.069,0.83,-0.026,0.443,0.591,0.436,0.772,0.45,0.35,0.472,0.412,0.515,0.479,0.169,0.022,0.359,0.309,0.297,0.286,0.287,0.284,0.262,0.258,0.039,0.077,-0.036,0.033,-0.016,-0.019,-0.046,0.03,-0.015,0.001,-0.05,-0.012,0.071,-0.067,-0.02,0.01,0.242,0.07,0.265,3.163
Sundaram Money Market Fund Direct Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,0.694,0.569,0.278,0.312,0.828,-0.032,0.965,0.589,0.002,0.786,0.45,-0.113,0.472,0.412,0.056,0.481,0.69,0.421,-0.09,0.31,-0.152,0.285,0.286,-0.166,0.259,0.254,-0.142,0.244,0.254,-1.042,0.3,0.307,-0.427,0.256,0.28,-0.403,0.247,0.264,-0.335,0.228,0.246,-0.286,0.21,0.146,0.382,1.904
Sundaram Money Market Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.553,0.75,-0.07,0.818,-0.027,0.442,0.578,0.395,0.757,0.44,0.339,0.465,0.405,0.509,0.515,0.171,0.022,0.353,0.302,0.291,0.278,0.28,0.275,0.252,0.248,0.039,0.077,-0.035,0.032,-0.017,-0.02,-0.044,0.027,-0.013,-0.001,-0.048,-0.009,0.071,-0.07,-0.018,0.01,0.238,0.068,0.262,3.147
Sundaram Money Market Fund Regular Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.557,0.265,0.303,0.817,-0.043,0.954,0.578,-0.008,0.775,0.439,-0.125,0.464,0.404,0.05,0.518,0.682,0.407,-0.099,0.303,-0.162,0.278,0.28,-0.173,0.253,0.247,-0.149,0.237,0.256,-1.053,0.292,0.3,-0.434,0.25,0.274,-0.412,0.243,0.258,-0.344,0.222,0.248,-0.296,0.203,0.147,0.383,1.836
Sundaram Overnight Fund Direct Plan - Growth,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145,1.122,0.503,0.465,0.477,0.475,0.434,0.422,0.408,0.408,0.408,0.39,0.322,0.256,0.266,0.23,0.258,0.253,0.25,0.259,0.221,0.254,0.259,0.219,0.265,0.253,0.271,0.257,0.265,0.253,0.254,0.268,0.267,0.282,0.291,0.25,0.282,0.288,0.338,0.365,0.329,0.024,0.154,7.401
Sundaram Overnight Fund Regular Plan - Growth,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,1.114,0.494,0.456,0.468,0.466,0.426,0.413,0.399,0.399,0.4,0.382,0.313,0.247,0.257,0.222,0.249,0.244,0.242,0.25,0.212,0.245,0.251,0.212,0.256,0.244,0.258,0.247,0.255,0.244,0.244,0.258,0.258,0.273,0.282,0.241,0.273,0.279,0.356,0.355,0.321,0.024,0.154,7.221
Sundaram Overnight Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,1.114,0.494,0.456,0.468,0.466,0.426,0.049,-0.05,0.05,-0.039,0.027,0.002,0.047,-0.025,0.019,-0.021,0.031,0.026,-0.017,0.014,0.041,-0.029,0.007,0.034,0.113,0.003,-0.009,0.015,-0.012,-0.001,0.035,-0.031,0.014,0.013,-0.045,0.031,0.038,-0.011,0.014,0.098,0.051,0.226,1.502
Sundaram Overnight Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,1.114,0.494,0.456,0.468,0.466,0.426,0.049,-0.05,0.05,-0.039,0.027,0.002,0.047,-0.025,0.019,-0.021,0.031,0.026,-0.017,0.014,0.041,-0.029,0.007,0.034,0.113,0.003,-0.009,0.015,-0.012,-0.001,0.035,-0.031,0.014,0.013,-0.045,0.031,0.038,-0.011,0.014,0.098,0.051,0.226,1.502
Sundaram Overnight Fund Regular Plan - Weekly Payout of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.013,0.067,0.034,0.061,0.051,0.043,0.012,0.055,0.05,0.015,0.034,0.065,0.003,0.029,0.06,0.042,0.025,0.016,-0.033,0.021,0.022,-0.036,0.016,-0.011,0.005,0.001,-0.016,0.005,0.03,0.034,0.025,0.001,0.028,3.093
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,0.35,0.311,0.272,0.232,0.193,0.154,0.115,0.044,0.037,0.029,0.022,0.014,0.007,-0.0,-0.008,-0.015,-0.023,-0.03,-0.038,-0.045,-0.052,-0.06,-0.067,-0.075,-0.082,0.486,-0.544,0.035,-0.445,0.355,0.04,0.042,0.206,0.673
Sundaram Overnight Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,0.005,0.051,-0.023,0.01,-0.027,0.031,0.027,-0.017,0.013,0.042,-0.038,0.008,0.035,0.118,0.007,-0.014,0.016,-0.013,-0.001,0.04,-0.036,0.015,0.012,-0.047,0.032,0.039,-0.011,0.011,0.018,0.003,0.053,1.176
Sundaram Overnight Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,0.005,0.051,-0.023,0.01,-0.027,0.031,0.027,-0.017,0.013,0.042,-0.038,0.008,0.035,0.118,0.007,-0.014,0.016,-0.013,-0.001,0.04,-0.036,0.015,0.012,-0.047,0.032,0.039,-0.011,0.011,0.018,0.003,0.053,1.176
Sundaram Overnight Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.06,-0.016,0.028,-0.013,0.04,0.035,-0.01,0.021,0.051,-0.021,0.016,0.044,0.034,0.025,0.017,-0.034,0.024,0.02,-0.035,0.017,-0.017,0.01,-0.002,0.029,-0.042,0.034,0.037,0.013,0.001,0.027,1.668
Sundaram Overnight Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,-0.015,0.027,-0.012,0.039,-0.015,-0.005,0.004,0.014,0.088,0.016,-0.024,0.005,0.033,0.016,-0.032,0.022,0.019,-0.034,0.017,-0.016,0.01,-0.003,0.029,-0.042,0.033,0.033,0.01,0.001,0.03,1.155
Sundaram Overnight Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097,0.033,0.074,0.052,0.015,0.035,0.067,0.002,0.032,0.062,0.044,0.026,0.016,-0.034,0.024,0.02,-0.035,0.017,-0.016,0.01,-0.002,-0.016,0.002,0.035,0.035,0.024,0.001,0.032,2.598
Sundaram Money Market Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176,0.061,0.052,0.065,0.017,0.042,0.097,-0.003,0.037,0.068,0.004,0.012,0.051,-0.019,0.022,0.004,-0.027,0.015,-0.023,-0.015,-0.006,-0.035,-0.003,0.032,0.029,0.026,0.002,0.046,1.958
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip  Fund)  Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.09,10.186,6.511,2.441,3.524,1.175,-1.371,6.495,2.324,2.95,6.642,1.223,-1.02,-3.569,1.22,-0.662,-4.615,2.278,-3.256,-2.647,-3.895,1.183,15.823,3.978,1.03
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)  Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.18,10.017,6.341,2.27,3.366,1.003,-1.525,6.326,2.159,2.788,6.467,1.061,-1.18,-3.728,1.068,-0.775,-4.714,2.158,-3.362,-2.758,-4.003,1.038,15.669,3.958,0.908
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.09,10.186,6.511,2.441,3.524,1.175,-1.371,6.495,2.324,2.95,6.642,1.223,-1.02,-3.569,1.22,-0.662,-4.615,2.278,-3.256,-2.647,-3.895,1.183,15.823,3.978,1.03
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.18,10.017,6.341,2.27,3.366,1.003,-1.525,6.326,2.159,2.788,6.467,1.061,-1.18,-3.728,1.068,-0.775,-4.714,2.158,-3.362,-2.758,-4.003,1.038,15.669,3.958,0.908
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.083,10.189,6.513,2.443,3.524,1.175,-1.371,6.494,2.324,2.949,6.642,1.223,2.526,-3.569,1.22,-0.663,-4.616,5.974,-3.256,-2.646,-3.895,1.528,16.635,4.079,1.298
Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.181,10.023,6.342,2.269,3.367,1.003,-1.528,6.327,2.159,2.788,6.468,1.061,2.355,-3.726,1.069,-0.775,-4.714,5.853,-3.362,-2.757,-4.002,1.383,16.487,4.06,1.18
