scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022,mean,var,std,sharpe ratio
PGIM India Equity Savings Fund - Annual Dividend option,1.752,1.845,1.861,0.64,0.184,0.522,0.901,-0.55,-0.647,2.621,-0.298,1.995,1.679,-1.964,-9.839,1.912,0.2,0.011,2.852,0.747,-2.094,-1.965,2.217,-0.416,0.712,-0.263,-2.985,0.877,0.861,0.153,-2.155,0.427,2.973,1.64,0.747,0.653,-0.717,-1.151,-16.055,6.257,1.372,2.049,1.783,1.991,0.913,0.515,4.408,2.863,0.124,2.289,-5.967,0.333,2.341,1.952,0.968,0.71,0.922,0.637,-0.17,0.357,0.098,-0.678,-3.844,-0.116,-0.491,-0.759,0.163,9.059,3.01,0.188
PGIM India Equity Savings Fund - Direct Plan - Growth,1.861,1.947,1.97,0.731,0.291,0.626,1.009,-0.416,-0.523,2.753,-0.165,2.134,1.816,-1.849,-0.71,1.993,0.285,0.092,2.943,0.836,-2.015,-1.882,2.285,-0.353,0.785,-0.19,3.888,0.954,0.94,0.23,-2.073,0.484,3.061,1.737,0.83,0.739,-0.632,-1.08,-10.537,6.345,1.457,2.147,1.887,2.092,1.018,0.616,4.516,2.987,0.246,2.404,0.521,0.449,2.46,2.075,1.085,0.812,0.992,0.712,-0.084,0.442,0.165,-0.615,1.217,-0.051,-0.423,-0.69,0.751,4.291,2.071,1.256
PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend,1.131,1.226,1.253,0.728,-0.412,0.623,0.303,-1.143,-0.548,2.005,-0.886,1.401,1.095,-2.557,-1.439,1.26,-0.443,-0.635,2.201,0.116,-2.723,-2.607,1.528,-1.09,0.116,-0.853,3.213,0.301,0.281,-0.422,-2.71,-0.18,2.372,1.077,0.191,0.098,-1.268,-1.096,-10.554,6.326,1.433,2.113,1.853,2.06,0.982,0.582,4.482,2.957,-0.339,1.792,0.489,0.42,2.428,2.042,1.056,0.789,0.413,0.154,-0.64,-0.121,-0.252,-1.039,0.791,-0.476,-0.846,-1.118,0.292,4.418,2.102,0.481
PGIM India Equity Savings Fund - Growth Option,1.752,1.845,1.861,0.641,0.184,0.522,0.901,-0.55,-0.647,2.621,-0.298,1.995,1.678,-1.963,-0.788,1.912,0.2,0.01,2.852,0.747,-2.094,-1.965,2.217,-0.419,0.713,-0.263,3.804,0.877,0.861,0.153,-2.155,0.427,2.973,1.64,0.747,0.653,-0.717,-1.151,-10.612,6.257,1.372,2.048,1.783,1.991,0.914,0.515,4.408,2.863,0.124,2.29,0.397,0.333,2.341,1.952,0.969,0.711,0.922,0.637,-0.17,0.358,0.096,-0.677,1.147,-0.116,-0.491,-0.759,0.657,4.268,2.066,1.102
PGIM India Equity Savings Fund - Monthly Dividend option,1.051,1.151,1.171,0.641,-0.493,0.522,0.22,-1.232,-0.647,1.919,-0.974,1.307,0.99,-2.635,-1.487,1.208,-0.499,-0.686,2.143,0.058,-2.774,-2.666,1.48,-1.137,0.067,-0.909,3.441,0.246,0.223,-0.476,-2.155,-0.213,2.309,1.004,0.199,0.112,-1.255,-1.151,-10.613,6.257,1.372,2.049,1.783,1.991,0.913,0.515,4.408,2.863,0.123,2.29,0.397,0.333,1.808,1.43,0.456,0.201,0.401,0.121,-0.684,-0.165,-0.32,-1.096,0.727,-0.537,-0.91,-1.184,0.227,4.333,2.082,0.378
PGIM India Emerging Markets Equity Fund - Direct Plan - Dividend,1.264,-0.52,-0.418,3.145,3.539,-0.586,2.25,3.23,4.211,-0.549,0.645,-0.549,4.784,-3.073,-1.721,5.037,-3.166,0.817,4.29,0.857,3.371,-8.863,-4.862,-5.476,7.622,2.738,-3.585,3.908,-6.066,6.312,-2.505,2.188,0.741,4.871,2.103,3.265,-2.163,-2.391,-12.108,6.429,7.692,5.536,5.076,1.799,-2.651,3.713,6.356,9.985,6.19,-1.101,-6.942,7.037,-1.378,10.313,-5.489,1.468,-4.528,3.887,-8.18,-2.624,-10.773,-2.621,-10.833,-11.402,-5.063,5.333,0.3,27.654,5.259,0.198
PGIM India Emerging Markets Equity Fund - Direct Plan - Growth,1.304,-0.563,-0.405,3.163,3.597,-0.604,2.269,0.074,4.287,-0.424,0.781,-0.423,4.88,-3.034,-1.739,4.993,-3.174,0.907,4.458,0.919,3.441,-8.701,-4.765,-5.352,7.668,2.806,-3.499,3.916,-6.08,6.292,-2.467,2.168,0.844,4.881,2.194,3.322,-2.144,-2.329,-12.092,6.491,7.709,5.537,4.99,1.795,-2.553,3.681,6.33,10.017,6.191,-1.127,-4.906,7.087,-1.36,10.29,-5.491,1.512,-4.514,3.85,-7.977,-2.652,-10.686,-2.639,-4.31,-11.39,-5.084,5.356,0.417,25.43,5.043,0.286
PGIM India Emerging Markets Equity Fund - Dividend,1.282,-0.633,-0.546,3.105,3.436,-0.596,2.22,-0.084,4.097,-0.56,0.564,-0.56,4.67,-3.077,-1.825,4.98,-3.241,0.718,4.321,0.678,3.27,-8.837,-4.927,-5.504,7.527,2.667,-3.653,3.875,-6.174,6.19,-2.545,2.106,0.738,4.805,2.098,3.201,-2.216,-2.426,-12.191,6.352,7.607,5.56,4.966,1.747,-2.575,3.671,6.237,9.919,6.077,-1.273,-4.982,6.971,-1.439,10.164,-5.567,1.404,-4.596,3.772,-8.11,-2.739,-10.763,-2.735,-4.422,-11.488,-5.139,5.326,0.317,25.432,5.043,0.218
PGIM India Emerging Markets Equity Fund - Growth,1.263,-0.582,-0.585,3.02,3.482,-0.626,2.196,-0.153,4.151,-0.589,0.592,-0.589,4.737,-3.11,-1.823,4.945,-3.191,0.733,4.257,0.692,3.284,-8.863,-4.9,-5.447,7.49,2.68,-3.654,3.793,-6.194,6.17,-2.491,2.09,0.678,4.865,2.07,3.221,-2.239,-2.369,-12.152,6.333,7.698,5.47,4.979,1.806,-2.628,3.644,6.258,9.919,6.091,-1.276,-5.008,6.973,-1.481,10.199,-5.602,1.393,-4.58,3.733,-8.072,-2.74,-10.811,-2.708,-4.469,-11.481,-5.124,5.232,0.312,25.418,5.042,0.214
PGIM India Global Equity Opportunities Fund - Direct Plan - Dividend,2.72,-1.018,-3.772,0.854,3.054,-1.309,1.456,1.435,5.054,-0.824,1.662,1.887,2.284,-1.871,-2.952,4.161,2.703,2.751,3.819,5.207,2.372,-2.949,-4.883,-6.659,13.906,3.291,-0.308,3.144,-3.525,5.666,-0.199,1.642,-4.395,2.503,7.474,1.721,4.39,-2.207,-6.383,13.298,8.196,11.402,6.8,8.576,-2.894,2.608,11.128,7.089,-1.208,-0.053,-5.693,9.111,-6.656,10.199,3.085,1.63,-3.614,10.256,-4.572,-2.738,-14.216,-3.959,5.067,-12.879,-7.001,-4.797,1.213,33.031,5.747,0.731
PGIM India Global Equity Opportunities Fund - Direct Plan - Growth,2.72,-1.018,-3.772,0.854,3.054,-1.309,1.456,1.435,5.054,-0.824,1.662,1.887,2.284,-1.871,-2.952,4.161,2.703,2.751,3.819,5.207,2.372,-2.949,-4.883,-6.659,13.906,3.291,-0.308,3.144,-3.525,5.666,-0.199,1.642,-4.395,2.503,7.474,1.721,4.39,-2.207,-6.383,13.298,8.196,11.402,6.8,8.576,-2.894,2.608,11.128,7.089,-1.208,-0.053,-5.693,9.111,-6.656,10.199,3.085,1.63,-3.614,10.256,-4.572,-2.738,-14.216,-3.959,5.067,-12.879,-7.001,-4.797,1.213,33.031,5.747,0.731
PGIM India Global Equity Opportunities Fund - Dividend,2.682,-1.119,-3.849,0.784,2.973,-1.444,1.377,1.208,4.922,-0.984,1.419,1.749,2.132,-1.953,-3.022,4.087,2.68,2.61,3.621,5.019,2.183,-3.086,-4.96,-6.76,13.817,3.125,-0.408,3.101,-3.49,5.602,-0.226,1.584,-4.442,2.44,7.374,1.643,4.327,-2.266,-6.412,13.204,8.116,11.305,6.664,8.449,-2.978,2.534,11.007,4.893,-1.297,-0.156,-7.9,8.986,-6.762,10.127,3.005,1.562,-3.684,10.12,-4.623,-2.839,-14.286,-3.994,-1.889,-12.958,-7.103,-4.853,0.95,32.985,5.743,0.573
PGIM India Global Equity Opportunities Fund - Growth,2.658,-1.12,-3.822,0.735,3.008,-1.496,1.363,1.203,4.965,-0.923,1.397,1.772,2.128,-1.957,-3.026,4.098,2.706,2.572,3.58,5.066,2.217,-3.115,-4.994,-6.754,13.718,3.213,-0.437,3.072,-3.539,5.587,-0.212,1.591,-4.477,2.452,7.447,1.639,4.301,-2.219,-6.447,13.264,8.107,11.311,6.662,8.448,-2.986,2.509,11.029,6.956,-1.306,-0.144,-5.793,8.994,-6.751,10.123,3.001,1.563,-3.703,10.154,-4.646,-2.81,-14.297,-4.024,4.995,-12.966,-7.074,-4.883,1.116,32.954,5.741,0.673
PGIM India Flexi Cap Fund - Direct Plan - Dividend Option,8.039,3.267,4.833,3.673,1.521,0.158,3.672,-0.452,-4.239,5.197,-2.021,2.368,1.716,-4.182,-14.165,5.026,-2.78,-0.953,1.141,2.951,-10.034,-2.552,3.589,-1.217,-1.517,-0.192,8.486,-0.444,3.857,-0.944,-8.492,-0.826,6.84,5.05,-0.343,1.642,2.636,-3.46,-23.747,19.954,7.114,6.922,10.761,2.855,2.314,1.773,13.218,4.803,1.973,4.869,-0.06,2.74,5.754,2.394,6.004,3.358,1.816,2.159,-2.664,3.445,-2.067,-7.251,-2.197,-4.441,-4.285,-4.813,1.054,37.157,6.096,0.599
PGIM India Flexi Cap Fund - Direct Plan - Growth Option,8.039,3.267,4.833,3.673,1.521,0.158,3.672,-0.452,-2.195,5.32,-1.977,4.481,1.787,-4.143,-3.223,5.09,-2.716,-0.882,3.423,3.022,-7.887,-2.446,3.527,0.53,-1.431,-0.229,8.576,-0.494,3.915,-0.953,-8.522,-0.861,6.799,5.079,-0.34,1.645,2.63,-3.478,-23.78,20.037,7.149,6.894,10.749,2.956,2.077,1.855,13.247,7.039,1.934,4.886,2.171,2.745,5.772,4.487,6.035,3.38,1.809,2.187,-2.675,3.435,-2.094,-7.25,5.416,-4.448,-4.235,-4.875,1.601,33.548,5.792,0.958
PGIM India Flexi Cap Fund - Regular Plan - Dividend Option,7.929,3.214,4.626,3.641,1.381,0.08,3.577,-0.537,-4.321,5.141,-2.139,2.342,1.602,-4.279,-14.431,4.986,-2.862,-1.071,0.906,2.783,-10.211,-2.745,3.427,0.39,-1.65,-0.296,8.317,-0.548,3.789,-1.062,-8.676,-0.098,6.687,4.958,-0.535,1.438,2.48,-3.521,-23.875,19.783,6.925,6.673,10.58,2.671,0.081,1.625,13.078,4.866,1.816,4.69,3.639,2.587,5.617,2.428,5.813,3.205,1.629,2.004,-2.849,3.286,-2.218,-7.396,-2.311,-4.51,-4.335,-5.015,0.988,37.143,6.095,0.562
PGIM India Flexi Cap Fund - Regular Plan - Growth Option,5.946,2.847,4.093,3.133,1.219,-0.721,3.18,-1.305,-3.164,4.252,-0.899,5.05,1.614,-3.755,-2.792,4.247,-1.625,-2.51,3.318,2.84,-8.431,-3.506,3.03,0.079,-2.208,-1.604,7.643,-0.445,3.604,-1.439,-7.267,-0.716,7.861,5.243,0.29,1.607,3.024,-9.608,-22.239,17.059,5.115,6.22,10.164,2.103,1.255,1.813,11.499,6.239,-1.526,3.878,0.593,2.759,5.902,4.126,5.527,3.167,2.071,0.34,-3.479,2.742,-3.778,-8.321,4.047,-3.345,-4.283,-4.52,1.019,30.562,5.528,0.639
PGIM India Equity Savings Fund - Direct Plan - Annual Dividend,,,,,,,,,,2.675,-0.191,2.106,1.791,-1.868,-9.771,1.98,0.271,0.077,2.926,0.82,-2.028,-1.892,2.278,-0.36,0.779,-0.193,-2.815,0.949,0.935,0.223,-2.081,0.479,3.056,1.732,0.82,0.719,-0.651,-1.096,-16.907,6.325,1.434,2.113,1.854,2.058,0.983,0.583,4.482,2.957,0.216,2.374,-6.524,0.475,2.486,2.094,1.104,0.845,0.996,0.718,-0.078,0.447,0.17,-0.604,-3.753,-0.043,-0.415,-0.683,0.129,11.021,3.32,0.135
PGIM India Overnight Fund - Direct Plan - Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.24,0.42,0.412,0.407,0.41,0.394,0.356,0.28,0.28,0.249,0.264,0.261,0.257,0.263,0.238,0.258,0.265,0.23,0.269,0.261,0.278,0.267,0.273,0.265,0.261,0.273,0.273,0.287,0.305,0.253,0.284,0.292,0.336,0.362,0.288,0.005,0.068,14.671
PGIM India Overnight Fund - Direct Plan - Weekly Dividend Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002,0.021,0.044,-0.063,0.038,-0.05,0.016,-0.004,-0.015,0.012,0.013,-0.035,0.03,0.015,-0.019,0.005,0.028,-0.034,-0.027,-0.02,0.004,0.027,0.018,-0.037,0.029,0.012,-0.033,0.016,-0.035,0.03,-0.008,-0.023,0.008,0.036,0.038,0.001,0.001,0.028,0.124
PGIM India Overnight Fund - Regular Plan - Weekly Dividend Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,-0.064,0.036,-0.049,0.015,0.009,-0.025,0.014,0.015,-0.031,0.023,0.019,-0.027,0.008,0.03,-0.037,0.021,-0.016,0.005,0.026,0.018,-0.034,0.025,0.02,-0.036,0.017,-0.036,0.03,-0.006,-0.026,0.011,0.031,0.032,0.002,0.001,0.028,0.247
PGIM India Overnight Fund - Regular Plan- Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,0.233,0.41,0.403,0.397,0.4,0.385,0.346,0.271,0.271,0.24,0.255,0.252,0.249,0.254,0.229,0.249,0.256,0.222,0.261,0.257,0.274,0.262,0.268,0.261,0.257,0.268,0.269,0.283,0.3,0.248,0.279,0.287,0.331,0.357,0.281,0.004,0.067,14.529
PGIM India Money Market Fund - Direct Plan - Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.241,0.542,0.767,0.504,0.403,0.288,0.279,0.406,0.315,0.284,0.227,0.319,0.32,0.246,0.277,0.305,0.336,0.382,0.24,0.242,0.341,0.311,0.297,0.316,0.39,0.258,0.221,0.412,0.338,0.013,0.115,10.181
PGIM India Money Market Fund - Direct Plan - Monthly Dividend Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.54,0.766,-0.009,0.401,-0.226,-0.236,0.404,-0.114,-0.148,-0.208,-0.114,-0.113,0.24,-0.029,0.297,0.325,-0.095,-0.128,0.233,-0.086,0.303,-0.03,-0.014,0.056,0.252,-0.113,0.077,0.088,0.066,0.256,1.191
PGIM India Money Market Fund - Regular Plan - Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209,0.485,0.698,0.427,0.329,0.216,0.205,0.337,0.243,0.21,0.151,0.252,0.246,0.185,0.206,0.231,0.265,0.309,0.168,0.168,0.268,0.239,0.228,0.266,0.343,0.218,0.171,0.36,0.273,0.013,0.115,8.223
PGIM India Money Market Fund - Regular Plan - Monthly Dividend Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209,0.485,0.698,-0.05,0.329,-0.213,-0.224,0.338,-0.145,-0.178,-0.238,-0.142,-0.144,0.185,-0.054,0.231,0.265,-0.08,-0.112,0.168,-0.081,0.239,0.022,0.015,0.043,0.218,0.171,0.034,0.071,0.054,0.232,1.06
PGIM India Money Market Fund - Regular Plan - Weekly Dividend Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,-0.02,0.236,0.106,-0.011,-0.119,-0.122,0.043,-0.066,-0.008,-0.118,0.016,0.041,0.018,-0.028,0.035,-0.007,0.005,-0.023,-0.007,-0.009,0.063,0.008,-0.008,0.064,0.021,0.031,-0.487,-0.009,0.014,0.118,-0.264
PGIM India Money Market Fund - Direct Plan - Weekly Dividend Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,0.046,0.023,-0.004,0.04,-0.005,0.01,-0.018,-0.016,-0.003,0.068,0.012,-0.012,0.066,0.028,0.039,0.032,0.019,0.001,0.027,2.438
PGIM India Banking and PSU Debt Fund - Direct Plan - Regular Dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.367,0.83,0.486,0.148,0.606,0.68,0.386,0.15,0.306,0.239,0.147,0.367,-4.602,-0.027,-0.295,0.383,0.017,1.488,1.22,0.048
PGIM India Banking and PSU Debt Fund - Regular Dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018,0.382,0.861,0.509,0.157,0.624,0.704,0.406,0.167,0.323,0.25,0.153,0.375,-4.589,-0.066,-0.336,0.339,0.014,1.492,1.221,0.04
PGIM India Balanced Advantage Fund -  Direct Plan - Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.492,1.581,0.875,2.411,1.977,2.308,1.978,0.705,0.788,-0.695,1.312,-0.344,-1.813,4.148,-2.542,-2.092,-3.829,0.369,4.349,2.085,0.613
PGIM India Balanced Advantage Fund - Direct Plan - Dividend Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.492,1.581,0.875,2.411,1.977,2.308,1.978,0.705,0.788,-0.695,1.312,-0.344,-1.813,-1.765,-2.516,-2.033,-3.868,0.024,3.608,1.899,0.044
PGIM India Balanced Advantage Fund - Regular Plan - Dividend Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.492,1.285,0.78,2.227,1.894,2.138,1.815,0.624,0.62,-0.792,1.065,-0.525,-1.935,-1.89,-2.661,-2.176,-3.965,-0.117,3.522,1.877,-0.216
PGIM India Balanced Advantage Fund - Regular Plan - Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.492,1.285,0.78,2.227,1.894,2.138,1.815,0.624,0.62,-0.792,1.065,-0.525,-1.935,3.96,-2.684,-2.23,-3.923,0.225,4.241,2.059,0.379
PGIM India Small Cap Fund - Direct Plan - IDCW Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099,6.016,3.07,-0.903,5.1,-1.283,-9.705,8.742,-1.943,-6.408,-5.4,-0.238,31.808,5.64,-0.146
PGIM India Small Cap Fund - Direct Plan- Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099,6.016,3.07,-0.903,5.1,-1.283,-9.705,8.742,-1.943,-6.408,-5.4,-0.238,31.808,5.64,-0.146
PGIM India Small Cap Fund - Regular Plan - Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.824,2.799,-1.089,4.954,-1.467,-9.807,8.552,-2.149,-6.508,-5.49,-0.438,34.905,5.908,-0.257
PGIM India Small Cap Fund - Regular Plan - IDCW Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.824,2.799,-1.089,4.954,-1.467,-9.807,8.552,-2.149,-6.508,-5.49,-0.438,34.905,5.908,-0.257
PGIM India Global Select Real Estate Securities Fund of Fund - Direct Plan - Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.146,-6.043,-0.101,6.727,-5.644,-5.976,-5.826,-2.245,24.886,4.989,-1.559
PGIM India Global Select Real Estate Securities Fund of Fund - Direct Plan - IDCW Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.146,-6.043,-0.101,6.727,-5.644,-5.976,-5.826,-2.245,24.886,4.989,-1.559
PGIM India Global Select Real Estate Securities Fund of Fund - Regular Plan - Growth Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.051,-6.144,-0.101,6.64,-5.66,-6.0,-5.851,-2.295,24.726,4.972,-1.599
PGIM India Global Select Real Estate Securities Fund of Fund - Regular Plan - IDCW Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.051,-6.144,-0.101,6.64,-5.66,-6.0,-5.851,-2.295,24.726,4.972,-1.599
