scheme - plan,January-2017,February-2017,March-2017,April-2017,May-2017,June-2017,July-2017,August-2017,September-2017,October-2017,November-2017,December-2017,January-2018,February-2018,March-2018,April-2018,May-2018,June-2018,July-2018,August-2018,September-2018,October-2018,November-2018,December-2018,January-2019,February-2019,March-2019,April-2019,May-2019,June-2019,July-2019,August-2019,September-2019,October-2019,November-2019,December-2019,January-2020,February-2020,March-2020,April-2020,May-2020,June-2020,July-2020,August-2020,September-2020,October-2020,November-2020,December-2020,January-2021,February-2021,March-2021,April-2021,May-2021,June-2021,July-2021,August-2021,September-2021,October-2021,November-2021,December-2021,January-2022,February-2022,March-2022,April-2022,May-2022,June-2022
Mirae Asset Emerging Bluechip Fund Direct IDCW,8.218,5.06,4.47,4.274,1.918,-0.136,3.482,-0.254,-0.525,6.327,0.183,4.839,-1.117,-4.914,-4.233,5.158,-2.948,-2.364,5.669,5.063,-8.511,0.228,3.116,-7.386,-1.366,0.206,7.892,-0.394,3.054,-1.303,-6.462,1.434,4.085,6.719,2.088,1.589,-6.787,-2.082,-25.89,18.761,4.442,7.788,5.546,7.285,0.269,1.767,11.758,6.09,4.086,6.113,-6.723,0.427,6.079,3.743,3.758,4.57,1.878,3.105,-3.651,1.799,-0.931,-6.16,-3.874,-1.993,-3.29,-3.807
Mirae Asset Emerging Bluechip Fund Regular IDCW,8.163,4.999,4.407,4.225,1.859,-0.198,-4.957,-0.319,-0.58,6.258,0.122,4.763,-1.185,-4.926,-4.292,5.094,-2.982,-2.396,5.618,5.02,-8.54,0.17,3.007,-7.499,-1.483,0.206,7.76,-0.494,2.897,-1.395,-6.515,1.356,3.998,6.628,1.996,1.504,-6.961,-2.16,-25.942,18.643,4.359,7.697,5.454,7.196,0.186,1.682,11.655,5.989,4.007,6.025,-6.962,0.346,5.993,3.656,3.676,4.482,1.794,3.017,-3.731,1.714,-1.008,-6.23,-4.051,-2.063,-3.365,-3.891
Mirae Asset Great Consumer Fund - Direct Plan - Growth,7.51,3.512,3.643,3.973,4.062,1.345,4.124,0.863,-0.865,5.345,2.885,3.706,2.181,-4.918,-2.051,5.304,-0.935,-1.267,5.397,4.106,-9.111,-1.534,5.381,2.192,-1.278,-1.702,5.76,-1.343,1.444,-0.947,-7.365,3.337,8.67,6.169,0.64,0.024,2.31,-3.04,-24.749,13.058,6.134,5.911,2.764,7.824,-0.532,-0.086,9.802,6.271,3.448,2.231,1.997,-0.495,5.493,4.08,1.598,5.879,3.004,2.273,-1.903,0.259,-1.641,-4.716,4.802,0.77,-2.611,-2.04
Mirae Asset Great Consumer Fund - Regular Plan - Growth option,7.389,3.4,3.523,3.867,3.941,1.24,4.006,0.751,-0.993,5.235,2.785,3.606,2.071,-4.995,-2.135,5.203,-1.037,-1.351,5.301,4.015,-9.184,-1.642,5.232,2.044,-1.423,-1.815,5.611,-1.481,1.3,-1.081,-7.488,3.193,8.534,6.023,0.506,-0.115,2.176,-3.148,-24.863,12.908,6.003,5.776,2.631,7.689,-0.661,-0.21,9.664,6.127,3.309,2.102,1.857,-0.62,5.357,3.949,1.47,5.742,2.868,2.138,-2.031,0.127,-1.762,-4.828,4.67,0.655,-2.732,-2.164
Mirae Asset Great Consumer Fund Direct IDCW,7.494,3.492,3.625,3.955,4.043,1.336,4.113,0.852,-0.899,5.331,2.878,3.7,2.168,-4.929,-6.947,5.29,-0.957,-1.282,5.379,4.097,-9.114,-1.539,5.374,2.182,-1.287,-1.71,5.758,-1.347,1.438,-0.95,-7.369,3.334,8.668,6.166,0.635,-3.925,2.308,-3.042,-24.753,13.047,6.14,5.911,2.76,7.82,-0.532,-0.084,9.801,6.272,3.449,2.228,-6.053,-0.493,5.492,4.082,1.597,5.876,3.003,2.273,-1.912,0.259,-1.641,-4.717,-3.235,0.77,-2.614,-2.041
Mirae Asset Great Consumer Fund Regular IDCW,7.382,3.405,-8.998,3.772,3.975,-1.912,4.001,0.761,-0.995,2.165,2.772,3.608,2.073,-4.998,-7.752,5.202,-1.037,-1.354,5.306,4.014,-9.181,-1.645,5.235,-7.102,-1.424,-1.816,5.613,-1.48,1.301,-1.081,-7.489,3.195,8.54,6.022,0.502,-8.858,2.175,-3.145,-24.853,12.905,6.006,5.772,2.631,7.681,-0.662,-0.211,9.665,6.115,3.311,2.106,-6.358,-0.618,5.359,3.944,1.47,5.741,2.883,2.139,-2.03,0.126,-1.764,-4.829,-3.526,0.651,-2.733,-2.164
Mirae Asset Tax Saver Fund Direct IDCW,8.328,3.801,-0.605,3.672,3.314,0.783,4.758,-0.185,-0.641,6.649,-0.57,4.239,2.093,-5.424,-11.593,5.281,-1.971,-1.042,5.678,4.668,-6.958,-1.755,3.823,-2.782,-0.618,Mirae Asset Tax Saver Fund Direct IDCW,6.977,0.423,2.537,-0.682,-6.258,0.915,4.266,6.56,2.108,1.158,-2.336,-3.071,-25.688,19.219,4.838,8.187,5.495,8.17,0.736,1.952,11.937,6.02,3.34,6.051,-6.659,-0.323,6.545,3.091,2.389,5.266,1.992,3.171,-3.514,1.637,-1.016,-5.846,-2.914,-1.981,-3.459,-3.88
Mirae Asset Tax Saver Fund Regular IDCW,8.207,3.688,-0.801,3.621,3.047,0.671,4.646,-0.365,-0.734,6.545,-0.67,4.142,1.998,-5.508,-12.035,5.204,-2.014,-1.139,5.604,4.579,-7.015,-1.865,3.666,-3.068,-0.761,-0.135,6.842,0.266,2.377,-0.836,-6.352,0.776,4.128,6.412,1.971,1.023,-5.641,-3.164,-25.745,19.045,4.712,8.059,5.361,8.044,0.617,1.825,11.81,5.881,3.204,5.922,-6.769,-0.437,6.433,2.987,2.285,5.151,1.888,3.06,-3.616,1.527,-1.115,-5.933,-2.968,-2.084,-3.546,-3.97
Mirae Asset Tax Saver Fund-Direct Plan -Growth,8.332,3.806,3.621,3.723,3.175,0.771,4.757,-0.26,-0.635,6.65,-0.571,4.243,2.101,-5.442,-4.216,5.279,-1.968,-1.049,5.673,4.675,-6.958,-1.75,3.827,0.573,-0.616,Mirae Asset Tax Saver Fund-Direct Plan -Growth,6.995,0.428,2.531,-0.683,-6.257,0.913,4.26,6.558,2.101,1.157,0.198,-3.071,-25.685,19.219,4.838,8.185,5.503,8.177,0.732,1.952,11.94,6.023,3.34,6.054,1.19,-0.332,6.541,3.095,2.388,5.266,1.991,3.175,-3.514,1.633,-1.013,-5.846,5.663,-1.985,-3.461,-3.876
Mirae Asset Tax Saver Fund-Regular Plan-Growth,8.207,3.688,3.503,3.626,3.063,0.67,4.649,-0.363,-0.729,6.545,-0.66,4.141,1.997,-5.503,-4.291,5.201,-2.021,-1.139,5.605,4.578,-7.021,-1.863,3.666,0.439,-0.767,-0.127,6.837,0.266,2.372,-0.837,-6.353,0.783,4.13,6.413,1.971,1.023,0.073,-3.166,-25.766,19.049,4.708,8.059,5.369,8.051,0.615,1.824,11.809,5.88,3.2,5.923,1.059,-0.44,6.438,2.986,2.284,5.157,1.885,3.063,-3.616,1.525,-1.117,-5.934,5.561,-2.083,-3.547,-3.966
Mirae Asset Cash Management Fund - Direct Plan - Growth,0.55,0.483,0.529,0.502,0.56,0.532,0.541,0.555,0.501,0.531,0.513,0.52,0.563,0.514,0.569,0.559,0.589,0.629,0.626,0.584,0.571,0.635,0.602,0.595,0.603,0.541,0.656,0.591,0.601,0.526,0.571,0.475,0.447,0.484,0.433,0.437,0.426,0.405,0.546,0.374,0.386,0.318,0.254,0.283,0.281,0.282,0.268,0.276,0.263,0.256,0.286,0.236,0.27,0.287,0.288,0.293,0.252,0.269,0.3,0.288,0.281,0.277,0.314,0.276,0.345,0.393
Mirae Asset Cash Management Fund - Growth,0.541,0.482,0.528,0.496,0.553,0.523,0.535,0.547,0.495,0.524,0.506,0.513,0.553,0.502,0.558,0.546,0.576,0.628,0.616,0.575,0.562,0.629,0.602,0.593,0.602,0.541,0.656,0.584,0.593,0.519,0.563,0.467,0.44,0.476,0.425,0.429,0.418,0.396,0.535,0.366,0.378,0.311,0.246,0.275,0.274,0.273,0.26,0.267,0.255,0.249,0.278,0.229,0.262,0.279,0.282,0.285,0.244,0.261,0.292,0.28,0.272,0.27,0.306,0.269,0.337,0.385
